8.691945402139199359e+02,5.308556915555989235e+02
2.327283279772907179e+02,1.139880427742989610e+01
4.304688182924904822e+02,4.023513600373648273e+02
7.608955756029289432e+02,7.123745740820912715e+02
2.890750280180877212e+02,9.738552412004462440e+02
3.337740455106703621e+02,2.188010608198279670e+02
1.278557129250318383e+02,3.221307932041793833e+02
7.094284475019874492e+01,2.247699389680454374e+02
2.873204896329539793e+01,3.516847362701200836e+02
4.324759327904158681e+02,2.701457415914653097e+02
8.010558863263944431e+02,6.382388061231213214e+02
6.869013345815722005e+01,6.036444763691112030e+02
7.955745584289766157e+02,3.200815642579679832e+01
9.885965181137293030e+02,5.839645435009666699e+02
3.891229764232184607e+01,4.464229075179026154e+02
1.881725152933142340e+02,6.270556468552483693e+02
2.153177994727462021e+02,1.509701076574964134e+02
5.361443066795744699e+02,1.003867942245493197e+02
5.957502458740258362e+02,6.619827122744676444e+02
8.872285585150851972e+00,6.789640356536918375e+01
4.348162283835887933e+02,4.314936308803607403e+02
1.858836855197709781e+02,5.297053167019046214e+02
5.990862529401393886e+02,7.209244666875835037e+02
3.063958566392335001e+02,4.043954647747654008e+02
8.227824204975264593e+02,5.871303512352972120e+02
8.300616609931175844e+02,7.206780114798218619e+02
2.985348512836252439e+02,4.758040220637739139e+02
4.936044979214680097e+02,6.076761307177876006e+02
9.392041360238716834e+02,7.233834149872737953e+02
1.787570156678676199e+02,6.197254165959089960e+02
5.622833839616334899e+02,7.634046146371463237e+02
1.383847067160902782e+02,6.353979141788637435e+02
8.308374432570374779e+00,7.885832644978894450e+02
9.840406473734805104e+02,2.270786265832753656e+02
2.361343702522495960e+02,6.568532942055742296e+02
9.771710015482592553e+02,7.315685148024093678e+02
9.562836130088648190e+01,5.006061059443159706e+02
4.623600785380209572e+02,7.438894434061982253e-01
9.889389404604221454e+02,8.776199411750950503e+02
2.172111529162143029e+02,6.053775013126169142e+02
4.719531205359290880e+02,3.591089147932802348e+02
5.292924523083300983e+02,5.648231106837381503e+02
8.335490012491903826e+02,6.281332248498894444e+01
1.602986928255547525e+02,1.454454785562727750e+02
3.286581085057138552e+01,4.280219014681201202e+02
3.675705375490927622e+02,2.406502518590783950e+02
4.823177716362980760e+01,1.751667792091499223e+02
5.442215506169994796e+02,2.990527486167164852e+02
1.773131006340118461e+02,2.528705036510319246e+02
2.370910595460515822e+02,3.918955618495543263e+02
7.206409512140132811e+00,2.808908500366094358e+02
5.318263245473746110e+02,7.400773597639123409e+02
2.705735220119150881e+02,4.762239119713374862e+02
6.096162102304300561e+02,1.872504342172496195e+02
2.799536548956172055e+01,2.039935500083114448e+02
2.451045610443592864e+02,4.363305623797292014e+02
