8.734294027918163010e+02,9.685406628209319706e+02
8.691945402139199359e+02,5.308556915555989235e+02
2.327283279772907179e+02,1.139880427742989610e+01
4.304688182924904822e+02,4.023513600373648273e+02
5.226746713525695895e+02,4.783917958024024415e+02
5.553564738223304857e+02,5.433860175425403440e+02
7.608955756029289432e+02,7.123745740820912715e+02
6.196820961034395623e+02,4.260917704761921527e+02
2.890750280180877212e+02,9.738552412004462440e+02
3.337740455106703621e+02,2.188010608198279670e+02
6.580838778721143001e+01,9.828705465534337691e+02
1.278557129250318383e+02,3.221307932041793833e+02
7.094284475019874492e+01,2.247699389680454374e+02
3.936349149436049402e+02,8.961450048806351560e+02
3.454616119978670667e+02,9.847494372852712559e+02
2.873204896329539793e+01,3.516847362701200836e+02
3.809588892038530048e+02,7.641601313659600692e+02
9.388039133107716907e+02,3.196897964670276906e+02
4.324759327904158681e+02,2.701457415914653097e+02
8.010558863263944431e+02,6.382388061231213214e+02
6.869013345815722005e+01,6.036444763691112030e+02
7.955745584289766157e+02,3.200815642579679832e+01
4.554478221059330281e+02,7.901725413382856686e+02
9.885965181137293030e+02,5.839645435009666699e+02
3.891229764232184607e+01,4.464229075179026154e+02
1.881725152933142340e+02,6.270556468552483693e+02
2.153177994727462021e+02,1.509701076574964134e+02
5.361443066795744699e+02,1.003867942245493197e+02
7.311584319806627263e+02,9.396510394411748166e+02
9.433181844632017601e+02,3.747385050177761627e+02
5.957502458740258362e+02,6.619827122744676444e+02
5.105804552532703156e+02,4.708925816438494962e+02
8.872285585150851972e+00,6.789640356536918375e+01
4.348162283835887933e+02,4.314936308803607403e+02
1.858836855197709781e+02,5.297053167019046214e+02
5.990862529401393886e+02,7.209244666875835037e+02
3.063958566392335001e+02,4.043954647747654008e+02
8.227824204975264593e+02,5.871303512352972120e+02
7.065155434054563557e+02,5.105822466821824150e+02
8.300616609931175844e+02,7.206780114798218619e+02
8.662616828816474026e+02,2.034097721519905235e+02
2.985348512836252439e+02,4.758040220637739139e+02
4.936044979214680097e+02,6.076761307177876006e+02
8.189355770325862522e+02,5.277238384199121128e+02
9.392041360238716834e+02,7.233834149872737953e+02
1.787570156678676199e+02,6.197254165959089960e+02
5.622833839616334899e+02,7.634046146371463237e+02
8.066463352132258251e+02,2.986252025528000331e+02
1.383847067160902782e+02,6.353979141788637435e+02
8.308374432570374779e+00,7.885832644978894450e+02
5.020773926354884225e+02,9.971186615365219268e+02
9.840406473734805104e+02,2.270786265832753656e+02
8.499572901897207657e+02,8.128175356381716483e+02
2.361343702522495960e+02,6.568532942055742296e+02
9.771710015482592553e+02,7.315685148024093678e+02
9.562836130088648190e+01,5.006061059443159706e+02
4.623600785380209572e+02,7.438894434061982253e-01
9.889389404604221454e+02,8.776199411750950503e+02
2.172111529162143029e+02,6.053775013126169142e+02
4.719531205359290880e+02,3.591089147932802348e+02
5.292924523083300983e+02,5.648231106837381503e+02
8.335490012491903826e+02,6.281332248498894444e+01
6.063666231574215999e+02,5.036127449406887422e+02
1.602986928255547525e+02,1.454454785562727750e+02
6.378408620215794826e+02,8.829061403612986396e+02
3.286581085057138552e+01,4.280219014681201202e+02
8.778930732614957151e+02,4.765070794853328948e+02
3.675705375490927622e+02,2.406502518590783950e+02
4.823177716362980760e+01,1.751667792091499223e+02
5.567754326663493885e+02,5.300854829729004223e+02
5.442215506169994796e+02,2.990527486167164852e+02
8.654240312144622749e+02,8.469465435466029248e+02
4.657003666305104161e+02,7.513581967858020789e+02
7.835706727666782854e+02,3.680968485294903303e+02
1.773131006340118461e+02,2.528705036510319246e+02
2.370910595460515822e+02,3.918955618495543263e+02
7.206409512140132811e+00,2.808908500366094358e+02
5.370701169459407538e+02,4.230593036779791873e+02
5.318263245473746110e+02,7.400773597639123409e+02
9.312154394249545248e+02,3.259970524663725655e+02
2.705735220119150881e+02,4.762239119713374862e+02
6.096162102304300561e+02,1.872504342172496195e+02
2.799536548956172055e+01,2.039935500083114448e+02
2.451045610443592864e+02,4.363305623797292014e+02
6.309292421381574059e+02,3.014236164863118574e+02
9.755067132457359094e+02,8.711483413670982827e+02
6.207320313953526920e+02,3.378870742460582619e+02
1.697316049633219563e+02,6.597301512508898895e+02
7.154490697792483616e+02,6.610071679227247898e+01
7.751162103601026274e+02,8.886288111154084390e+02
6.322237729028609010e+02,7.033525199361095019e+02
8.634442230594298735e+02,9.487239098864616835e+02
3.518764219028992670e+02,5.920180480396464162e+01
3.109550914270601538e+02,1.708509753917167870e+02
3.740487399814488185e+02,5.039710319327203933e+02
7.904919029929327507e+02,9.524819001031180505e+02
2.898208340999401003e+02,9.520140944076383676e+02
1.840442650289497806e+02,4.400613534000897857e+02
1.824994794232873687e+02,2.606509673451801063e+02
1.720689778960493754e+01,2.462796164882209382e+02
3.865118916163948484e+02,4.971680515517576850e+02
3.035414820257104225e+02,1.304105760107843182e+01
8.768501280835176885e+02,2.360950666144120476e+02
2.189014755615207264e+02,4.165198784451540348e+00
2.600309355727193861e+02,2.749924989931889172e+02
5.734214584020347729e+02,5.204065929842361129e+02
7.992297558169913145e+02,7.783445107689045699e+02
9.300787354673394702e+02,5.257099285645006148e+02
9.349572594485205173e+02,8.163649611827524950e+02
1.891497864546319931e+02,6.974951360085157148e+02
9.149716019232043891e+02,9.030514393073972315e+02
